member,model_name,encoder,split_path,feature_recipe,seed,cv_folds,hold_auc,hold_ap,hold_brier,cv_auc_mean,cv_ap_mean,early_stopping,best_iteration,n_trees,fit_time_s,predict_time_ms_per_1k,params_json
Lucas,LGBM,native(LGBM),/Users/lucasbeseler/ada_portoSeguro/reports/split_indices.json,selected_from_feature_gate,42,3,0.6021761662159475,0.05287096752989055,0.035972408751696335,,,True,1,1,0.8577238750003744,0.26348500000494823,"{""learning_rate"": 0.05, ""num_leaves"": 81, ""max_depth"": 9, ""min_child_samples"": 55, ""subsample"": 0.9575793759734147, ""colsample_bytree"": 0.9092104087178091, ""reg_lambda"": 0.18835469577529906, ""reg_alpha"": 0.9756223516367559, ""is_unbalance"": true, ""max_bin"": 511, ""feature_pre_filter"": false}"
Lucas,LGBM,native(LGBM),/Users/lucasbeseler/ada_portoSeguro/reports/split_indices.json,selected_from_feature_gate,42,5,0.6322007531965441,0.06642513883705534,0.0348797748036752,,,True,272,272,1.399205124999753,1.832349999995131,"{""learning_rate"": 0.03, ""num_leaves"": 237, ""max_depth"": 3, ""min_child_samples"": 15, ""subsample"": 0.7568414077252856, ""colsample_bytree"": 0.7389764516006414, ""reg_lambda"": 0.9514098524518675, ""reg_alpha"": 0.2269093490508841, ""is_unbalance"": false, ""max_bin"": 511, ""feature_pre_filter"": false}"
